,timestamp,foreperiod_start,foreperiod_end,response_received,subject,trial,test,requested_foreperiod,actual_foreperiod,response_time,note,tag,garbage_collection
4854,2016-11-05 13:57:46,382304393,382314378,382314837,3,33,50,9943,9985,459,,,False
4855,2016-11-05 13:57:58,382315854,382319089,382319428,3,34,50,3222,3235,339,,,False
4856,2016-11-05 13:58:02,382320455,382326070,382326374,3,35,50,5603,5615,304,,,False
4857,2016-11-05 13:58:09,382327390,382336463,382336763,3,36,50,9037,9073,300,,,False
4858,2016-11-05 13:58:20,382337779,382346471,382346776,3,37,50,8644,8692,305,,,False
4859,2016-11-05 13:58:30,382347800,382356696,382357002,3,38,50,8872,8896,306,,,False
4860,2016-11-05 13:58:40,382358024,382362873,382363205,3,39,50,4821,4849,332,,,False
4861,2016-10-28 20:13:48,7821695,7829825,7830103,8,0,2,8081,8130,278,,,False
4862,2016-10-28 20:13:58,7831133,0,7833410,8,1,2,7164,0,-4887,false_start,,False
4863,2016-10-28 20:14:01,7834415,0,7836430,8,2,2,7343,0,-5328,false_start,,False
4864,2016-10-28 20:14:04,7837435,7842658,7842904,8,3,2,5166,5223,246,,,False
4865,2016-10-28 20:14:10,7843933,7850718,7851015,8,4,2,6744,6785,297,,,False
4866,2016-10-28 20:14:18,7852029,0,7854821,8,5,2,5720,0,-2928,false_start,,False
4867,2016-10-28 20:14:22,7855830,7859705,7860197,8,6,2,3838,3875,492,,,False
4868,2016-10-28 20:14:28,7861222,7867347,7867658,8,7,2,6108,6125,311,,,False
4869,2016-10-28 20:14:35,7868679,7876792,7877093,8,8,2,8056,8113,301,,,False
4870,2016-10-28 20:14:44,7878120,7885349,7885608,8,9,2,7182,7229,259,,,False
4871,2016-10-28 20:14:53,7886646,7894057,7894341,8,10,2,7391,7411,284,,,False
4872,2016-10-28 20:15:02,7895394,7899658,7900025,8,11,2,4221,4264,367,,,False
4873,2016-10-28 20:15:07,7901060,7908732,7908975,8,12,2,7655,7672,243,,,False
4874,2016-10-28 20:15:16,7909988,7920013,7920261,8,13,2,9983,10025,248,,,False
4875,2016-10-28 20:15:28,7921276,7925231,7925563,8,14,2,3908,3955,332,,,False
4876,2016-10-28 20:15:33,7926587,7933556,7933830,8,15,2,6922,6969,274,,,False
4877,2016-10-28 20:15:41,7934865,0,7936534,8,16,2,4406,0,-2737,false_start,,False
4878,2016-10-28 20:15:44,7937539,7947263,7947610,8,17,2,9704,9724,347,,,False
4879,2016-10-28 20:15:55,7948631,7956816,7957134,8,18,2,8134,8185,318,,,False
4880,2016-10-28 20:16:05,7958172,7965698,7965986,8,19,2,7468,7526,288,,,False
4881,2016-10-28 20:16:13,7967012,7976878,7977152,8,20,2,9810,9866,274,,,False
4882,2016-10-28 20:16:25,7978178,7981393,7981765,8,21,2,3158,3215,372,,,False
4883,2016-10-28 20:16:29,7982801,7992642,7992939,8,22,2,9777,9841,297,,,False
4884,2016-10-28 20:16:40,7993967,8002855,8003146,8,23,2,8832,8888,291,,,False
4885,2016-10-28 20:16:51,8004175,8006937,8007274,8,24,2,2709,2762,337,,,False
4886,2016-10-28 20:16:55,8008289,8016797,8017023,8,25,2,8440,8508,226,,,False
4887,2016-10-28 20:17:04,8018035,8021641,8021908,8,26,2,3560,3606,267,,,False
4888,2016-10-28 20:17:09,8022922,8030222,8031080,8,27,2,7290,7300,858,minor_lapse,,False
4889,2016-10-28 20:17:18,8032088,0,8032166,8,28,2,7178,0,-7100,false_start,,False
4890,2016-10-28 20:17:20,8033170,8040351,8040623,8,29,2,7120,7181,272,,,False
4891,2016-10-28 20:17:28,8041638,8050064,8050371,8,30,2,8375,8426,307,,,False
4892,2016-10-28 20:17:38,8051414,8060984,8061246,8,31,2,9509,9570,262,,,False
4893,2016-10-28 20:17:49,8062275,8068905,8069188,8,32,2,6588,6630,283,,,False
4894,2016-10-28 20:17:57,8070206,8074765,8075053,8,33,2,4548,4559,288,,,False
4895,2016-10-28 20:18:02,8076090,8082787,8083073,8,34,2,6643,6697,286,,,False
4896,2016-10-28 20:18:10,8084093,8092736,8093012,8,35,2,8584,8643,276,,,False
4897,2016-10-28 20:18:20,8094036,0,8095817,8,36,2,8825,0,-7044,false_start,,False
4898,2016-10-28 20:18:23,8096822,8100795,8101123,8,37,2,3921,3973,328,,,False
4899,2016-10-28 20:18:29,8102154,8110341,8110600,8,38,2,8144,8187,259,,,False
4900,2016-10-28 20:18:38,8111628,0,8112291,8,39,2,7717,0,-7054,false_start,,False
4901,2016-10-28 20:18:40,8113295,8115929,8116253,8,40,2,2600,2634,324,,,False
4902,2016-10-28 20:18:44,8117273,8120415,8120698,8,41,2,3103,3142,283,,,False
4903,2016-11-05 10:49:23,7802541,7805270,7806052,8,0,34,2722,2729,782,minor_lapse,,False
4904,2016-11-05 10:49:27,7807059,0,7807547,8,1,34,2269,0,-1781,false_start,,False
4905,2016-11-05 10:49:29,7808551,7812758,7813068,8,2,34,4195,4207,310,,,False
4906,2016-11-05 10:49:34,7814077,7817323,7817672,8,3,34,3231,3246,349,,,False
4907,2016-11-05 10:49:39,7818680,7821102,7821449,8,4,34,2412,2422,347,,,False
4908,2016-11-05 10:49:43,7822457,7831877,7832255,8,5,34,9397,9420,378,,,False
4909,2016-11-05 10:49:54,7833262,7842507,7842887,8,6,34,9231,9245,380,,,False
4910,2016-11-05 10:50:04,7843895,7848124,7848463,8,7,34,4212,4229,339,,,False
4911,2016-11-05 10:50:10,7849471,7856147,7856488,8,8,34,6661,6676,341,,,False
4912,2016-11-05 10:50:18,7857496,7861272,7861647,8,9,34,3760,3776,375,,,False
4913,2016-11-05 10:50:23,7862653,7869437,7869764,8,10,34,6768,6784,327,,,False
4914,2016-11-05 10:50:31,7870772,7877895,7878225,8,11,34,7109,7123,330,,,False
4915,2016-11-05 10:50:40,7879233,7884217,7884555,8,12,34,4966,4984,338,,,False
4916,2016-11-05 10:50:46,7885562,7893220,7893517,8,13,34,7637,7658,297,,,False
4917,2016-11-05 10:50:55,7894525,7901563,7901929,8,14,34,7024,7038,366,,,False
4918,2016-11-05 10:51:03,7902936,7911152,7911461,8,15,34,8196,8216,309,,,False
4919,2016-11-05 10:51:13,7912469,7919043,7919328,8,16,34,6558,6574,285,,,False
4920,2016-11-05 10:51:21,7920336,7922807,7923451,8,17,34,2458,2471,644,minor_lapse,,False
4921,2016-11-05 10:51:25,7924459,7934455,7934851,8,18,34,9934,9996,396,,,False
4922,2016-11-05 10:51:36,7935871,7938736,7939073,8,19,34,2823,2865,337,,,False
4923,2016-11-05 10:51:40,7940100,7947993,7948455,8,20,34,7830,7893,462,,,False
4924,2016-11-05 10:51:50,7949478,7952143,7952502,8,21,34,2615,2665,359,,,False
4925,2016-11-05 10:51:54,7953529,7958238,7958582,8,22,34,4651,4709,344,,,False
4926,2016-11-05 10:52:00,7959616,7966335,7966667,8,23,34,6705,6719,332,,,False
4927,2016-11-05 10:52:08,7967683,7972417,7972868,8,24,34,4719,4734,451,,,False
4928,2016-11-05 10:52:14,7973878,7981782,7982135,8,25,34,7846,7904,353,,,False
4929,2016-11-05 10:52:24,7983165,7991733,7992180,8,26,34,8514,8568,447,,,False
4930,2016-11-05 10:52:34,7993199,7997922,7998299,8,27,34,4671,4723,377,,,False
4931,2016-11-05 10:52:40,7999321,8004059,8004458,8,28,34,4679,4738,399,,,False
4932,2016-11-05 10:52:46,8005468,8011722,8012074,8,29,34,6202,6254,352,,,False
4933,2016-11-05 10:52:53,8013102,8022426,8022807,8,30,34,9269,9324,381,,,False
4934,2016-11-05 10:53:04,8023853,8025992,8026379,8,31,34,2097,2139,387,,,False
4935,2016-11-05 10:53:08,8027400,8034009,8034380,8,32,34,6555,6609,371,,,False
4936,2016-11-05 10:53:16,8035424,8045235,8045609,8,33,34,9753,9811,374,,,False
4937,2016-11-05 10:53:27,8046634,8053398,8053825,8,34,34,6722,6764,427,,,False
4938,2016-11-05 10:53:35,8054853,8063651,8064027,8,35,34,8722,8798,376,,,False
4939,2016-11-05 10:53:45,8065041,8070717,8071188,8,36,34,5638,5676,471,,,False
4940,2016-11-05 10:53:53,8072204,8077720,8078157,8,37,34,5464,5516,437,,,False
4941,2016-11-05 10:54:00,8079187,0,8079711,8,38,34,8916,0,-8392,false_start,,False
4942,2016-11-05 10:54:01,8080716,8088638,8089041,8,39,34,7846,7922,403,,,False
4943,2016-11-05 10:54:10,8090066,8096813,8099753,8,40,34,6696,6747,2940,minor_lapse,,False
4944,2016-11-05 10:54:21,8100784,8104528,8104900,8,41,34,3697,3744,372,,,False
4945,2016-11-07 08:52:59,138287003,138296254,138296593,8,0,42,9184,9251,339,,,False
4946,2016-11-07 08:53:10,138297612,138307493,138307818,8,1,42,9812,9881,325,,,False
4947,2016-11-07 08:53:21,138308839,138314184,138314560,8,2,42,5328,5345,376,,,False
4948,2016-11-07 08:53:28,138315586,138320499,138320802,8,3,42,4898,4913,303,,,False
4949,2016-11-07 08:53:34,138321822,138328969,138329328,8,4,42,7091,7147,359,,,False
4950,2016-11-07 08:53:42,138330365,138340041,138340459,8,5,42,9612,9676,418,,,False
4951,2016-11-07 08:53:54,138341481,138345583,138345967,8,6,42,4042,4102,384,,,False
4952,2016-11-07 08:53:59,138346988,138352790,138353153,8,7,42,5777,5802,363,,,False
4953,2016-11-07 08:54:06,138354169,138359225,138359555,8,8,42,5042,5056,330,,,False
4954,2016-11-07 08:54:13,138360563,138366415,138366736,8,9,42,5790,5852,321,,,False
4955,2016-11-07 08:54:20,138367778,138371078,138371418,8,10,42,3245,3300,340,,,False
4956,2016-11-07 08:54:25,138372463,138380503,138380839,8,11,42,8025,8040,336,,,False
4957,2016-11-07 08:54:34,138381863,138383998,138384541,8,12,42,2124,2135,543,minor_lapse,,False
4958,2016-11-07 08:54:38,138385561,138393259,138393562,8,13,42,7640,7698,303,,,False
4959,2016-11-07 08:54:47,138394573,138404548,138404883,8,14,42,9906,9975,335,,,False
4960,2016-11-07 08:54:58,138405904,138409166,138409678,8,15,42,3210,3262,512,minor_lapse,,False
4961,2016-11-07 08:55:03,138410687,138416068,138416757,8,16,42,5327,5381,689,minor_lapse,,False
4962,2016-11-07 08:55:10,138417784,138421889,138422319,8,17,42,4048,4105,430,,,False
4963,2016-11-07 08:55:15,138423330,138428314,138428646,8,18,42,4964,4984,332,,,False
4964,2016-11-07 08:55:22,138429660,138435597,138435929,8,19,42,5913,5937,332,,,False
4965,2016-11-07 08:55:29,138436945,138439417,138439734,8,20,42,2415,2472,317,,,False
4966,2016-11-07 08:55:33,138440749,138450273,138450590,8,21,42,9450,9524,317,,,False
4967,2016-11-07 08:55:44,138451602,138460776,138461096,8,22,42,9142,9174,320,,,False
4968,2016-11-07 08:55:54,138462123,138468082,138468404,8,23,42,5944,5959,322,,,False
4969,2016-11-07 08:56:02,138469427,138477099,138477477,8,24,42,7605,7672,378,,,False
4970,2016-11-07 08:56:11,138478489,138480927,138481267,8,25,42,2423,2438,340,,,False
4971,2016-11-07 08:56:14,138482312,138486335,138486657,8,26,42,3969,4023,322,,,False
4972,2016-11-07 08:56:20,138487706,138496541,138496881,8,27,42,8769,8835,340,,,False
4973,2016-11-07 08:56:30,138497892,138505771,138506083,8,28,42,7814,7879,312,,,False
4974,2016-11-07 08:56:39,138507096,138515746,138516054,8,29,42,8632,8650,308,,,False
4975,2016-11-07 08:56:49,138517073,138522534,138522866,8,30,42,5402,5461,332,,,False
4976,2016-11-07 08:56:56,138523899,138528832,138529119,8,31,42,4875,4933,287,,,False
4977,2016-11-07 08:57:02,138530131,138538905,138539179,8,32,42,8718,8774,274,,,False
4978,2016-11-07 08:57:12,138540188,138548951,138549401,8,33,42,8704,8763,450,,,False
4979,2016-11-07 08:57:23,138550420,138552556,138552923,8,34,42,2125,2136,367,,,False
4980,2016-11-07 08:57:26,138553944,138559717,138560062,8,35,42,5727,5773,345,,,False
4981,2016-11-07 08:57:33,138561072,138566512,138566811,8,36,42,5386,5440,299,,,False
4982,2016-11-07 08:57:40,138567832,138571719,138572120,8,37,42,3831,3887,401,,,False
4983,2016-11-07 08:57:45,138573147,138575454,138575757,8,38,42,2296,2307,303,,,False
4984,2016-11-07 08:57:49,138576767,138586180,138586537,8,39,42,9349,9413,357,,,False
4985,2016-10-28 22:46:41,9494057,9502432,9502748,8,0,3,8359,8375,316,,,False
4986,2016-10-28 22:46:50,9503756,0,9507411,8,1,3,6758,0,-3103,false_start,,False
4987,2016-10-28 22:46:55,9508415,9513646,9513933,8,2,3,5216,5231,287,,,False
4988,2016-10-28 22:47:02,9514941,0,9515957,8,3,3,2987,0,-1971,false_start,,False
4989,2016-10-28 22:47:04,9516961,9519395,9519673,8,4,3,2423,2434,278,,,False
4990,2016-10-28 22:47:07,9520682,9526543,9526814,8,5,3,5850,5861,271,,,False
4991,2016-10-28 22:47:14,9527822,9534333,9534570,8,6,3,6500,6511,237,,,False
4992,2016-10-28 22:47:22,9535578,9539242,9539529,8,7,3,3654,3664,287,,,False
4993,2016-10-28 22:47:27,9540537,9549655,9549970,8,8,3,9102,9118,315,,,False
4994,2016-10-28 22:47:38,9550977,0,9551020,8,9,3,6668,0,-6625,false_start,,False
4995,2016-10-28 22:47:39,9552023,0,9553378,8,10,3,5949,0,-4594,false_start,,False
4996,2016-10-28 22:47:41,9554382,9556726,9557104,8,11,3,2334,2344,378,,,False
4997,2016-10-28 22:47:45,9558111,9561850,9562171,8,12,3,3729,3739,321,,,False
4998,2016-10-28 22:47:50,9563179,0,9564147,8,13,3,9365,0,-8397,false_start,,False
4999,2016-10-28 22:47:52,9565150,9573998,9574274,8,14,3,8828,8848,276,,,False
5000,2016-10-28 22:48:02,9575282,9580923,9581292,8,15,3,5628,5641,369,,,False
5001,2016-10-28 22:48:09,9582300,9591495,9591779,8,16,3,9173,9195,284,,,False
5002,2016-10-28 22:48:19,9592788,0,9592913,8,17,3,7376,0,-7251,false_start,,False
5003,2016-10-28 22:48:21,9593916,9602360,9602658,8,18,3,8428,8444,298,,,False
5004,2016-10-28 22:48:30,9603666,9612500,9612887,8,19,3,8815,8834,387,,,False
5005,2016-10-28 22:48:41,9613895,9619837,9620210,8,20,3,5889,5942,373,,,False
5006,2016-10-28 22:48:48,9621233,9626232,9626571,8,21,3,4942,4999,339,,,False
5007,2016-10-28 22:48:54,9627590,9633438,9633769,8,22,3,5833,5848,331,,,False
5008,2016-10-28 22:49:01,9634780,9639362,9640248,8,23,3,4567,4582,886,minor_lapse,,False
5009,2016-10-28 22:49:08,9641265,0,9641290,8,24,3,2642,0,-2617,false_start,,False
5010,2016-10-28 22:49:09,9642295,9647153,9647485,8,25,3,4848,4858,332,,,False
5011,2016-10-28 22:49:15,9648494,9652119,9653523,8,26,3,3598,3625,1404,minor_lapse,,False
5012,2016-10-28 22:49:21,9654549,0,9655739,8,27,3,4687,0,-3497,false_start,,False
5013,2016-10-28 22:49:23,9656744,9661787,9662069,8,28,3,4985,5043,282,,,False
5014,2016-10-28 22:49:30,9663089,9667238,9667538,8,29,3,4133,4149,300,,,False
5015,2016-10-28 22:49:35,9668559,9672240,9672533,8,30,3,3628,3681,293,,,False
5016,2016-10-28 22:49:40,9673557,9680766,9681084,8,31,3,7160,7209,318,,,False
5017,2016-10-28 22:49:49,9682104,9686797,9687438,8,32,3,4639,4693,641,minor_lapse,,False
5018,2016-10-28 22:49:55,9688462,9690937,9691362,8,33,3,2433,2475,425,,,False
5019,2016-10-28 22:49:59,9692383,0,9693028,8,34,3,3222,0,-2577,false_start,,False
5020,2016-10-28 22:50:01,9694032,9699554,9699873,8,35,3,5471,5522,319,,,False
5021,2016-10-28 22:50:08,9700894,9708832,9709129,8,36,3,7880,7938,297,,,False
5022,2016-10-28 22:50:17,9710141,9716542,9717264,8,37,3,6390,6401,722,minor_lapse,,False
5023,2016-10-28 22:50:25,9718272,0,9719098,8,38,3,9081,0,-8255,false_start,,False
5024,2016-10-28 22:50:27,9720102,9724348,9724910,8,39,3,4234,4246,562,minor_lapse,,False
5025,2016-10-28 22:50:33,9725917,0,9727820,8,40,3,6997,0,-5094,false_start,,False
5026,2016-10-28 22:50:36,9728824,0,9729079,8,41,3,7473,0,-7218,false_start,,False
5027,2016-10-28 22:50:37,9730082,0,9731238,8,42,3,7306,0,-6150,false_start,,False
5028,2016-10-28 22:50:39,9732242,9740979,9741287,8,43,3,8676,8737,308,,,False
5029,2016-10-28 22:50:49,9742309,0,9742702,8,44,3,9635,0,-9242,false_start,,False
5030,2016-10-28 22:50:50,9743708,9746046,9746380,8,45,3,2323,2338,334,,,False
5031,2016-10-28 22:50:54,9747389,0,9748423,8,46,3,4279,0,-3245,false_start,,False
5032,2016-10-28 22:50:56,9749428,9752230,9752527,8,47,3,2754,2802,297,,,False
5033,2016-10-28 22:51:00,9753553,9759220,9759547,8,48,3,5650,5667,327,,,False
5034,2016-10-28 22:51:07,9760556,0,9760897,8,49,3,2826,0,-2485,false_start,,False
5035,2016-10-28 22:51:09,9761900,9768297,9768648,8,50,3,6335,6397,351,,,False
5036,2016-10-28 22:51:16,9769659,9779007,9779297,8,51,3,9297,9348,290,,,False
5037,2016-10-28 22:51:27,9780320,9782957,9783349,8,52,3,2592,2637,392,,,False
5038,2016-10-28 22:51:31,9784381,9786966,9787275,8,53,3,2572,2585,309,,,False
5039,2016-10-28 22:51:35,9788324,9796083,9796479,8,54,3,7709,7759,396,,,False
5040,2016-11-02 11:09:31,174727213,174729592,174729946,8,0,21,2319,2379,354,,,False
5041,2016-11-02 11:09:35,174730961,174738382,174738759,8,1,21,7381,7421,377,,,False
5042,2016-11-02 11:09:44,174739783,174746289,174746580,8,2,21,6464,6506,291,,,False
5043,2016-11-02 11:09:51,174747606,174751235,174751586,8,3,21,3588,3629,351,,,False
5044,2016-11-02 11:09:56,174752605,174756866,174757195,8,4,21,4240,4261,329,,,False
5045,2016-11-02 11:10:02,174758231,174767045,174767361,8,5,21,8772,8814,316,,,False
5046,2016-11-02 11:10:12,174768389,174771745,174772074,8,6,21,3315,3356,329,,,False
5047,2016-11-02 11:10:17,174773097,174778567,174779182,8,7,21,5427,5470,615,minor_lapse,,False
5048,2016-11-02 11:10:24,174780201,174785721,174786163,8,8,21,5474,5520,442,,,False
5049,2016-11-02 11:10:31,174787179,174792047,174792395,8,9,21,4817,4868,348,,,False
5050,2016-11-02 11:10:37,174793421,174798360,174798674,8,10,21,4894,4939,314,,,False
5051,2016-11-02 11:10:44,174799694,174802748,174803064,8,11,21,3020,3054,316,,,False
5052,2016-11-02 11:10:48,174804090,174811953,174812261,8,12,21,7816,7863,308,,,False
5053,2016-11-02 11:10:57,174813280,174821546,174821853,8,13,21,8225,8266,307,,,False
5054,2016-11-02 11:11:07,174822874,174825882,174826233,8,14,21,2966,3008,351,,,False
5055,2016-11-02 11:11:11,174827244,174833053,174833350,8,15,21,5762,5809,297,,,False
5056,2016-11-02 11:11:18,174834380,174836676,174837481,8,16,21,2282,2296,805,minor_lapse,,False
5057,2016-11-02 11:11:22,174838505,174846983,174847298,8,17,21,8430,8478,315,,,False
5058,2016-11-02 11:11:32,174848321,174858297,174858648,8,18,21,9928,9976,351,,,False
5059,2016-11-02 11:11:44,174859672,174866043,174866350,8,19,21,6326,6371,307,,,False
5060,2016-11-02 11:11:51,174867371,174870099,174870422,8,20,21,2689,2728,323,,,False
5061,2016-11-02 11:11:55,174871453,174877406,174878148,8,21,21,5916,5953,742,minor_lapse,,False
5062,2016-11-02 11:12:03,174879191,174884126,174884790,8,22,21,4919,4935,664,minor_lapse,,False
5063,2016-11-02 11:12:10,174885798,174890075,174890450,8,23,21,4237,4277,375,,,False
5064,2016-11-02 11:12:15,174891458,174894970,174895301,8,24,21,3499,3512,331,,,False
5065,2016-11-02 11:12:20,174896309,174902714,174903053,8,25,21,6362,6405,339,,,False
5066,2016-11-02 11:12:28,174904079,174913954,174914268,8,26,21,9826,9875,314,,,False
5067,2016-11-02 11:12:39,174915291,174918317,174918642,8,27,21,2989,3026,325,,,False
5068,2016-11-02 11:12:44,174919671,174923896,174924229,8,28,21,4190,4225,333,,,False
5069,2016-11-02 11:12:49,174925250,174934304,174934692,8,29,21,9009,9054,388,,,False
5070,2016-11-02 11:13:00,174935719,174938252,174938629,8,30,21,2497,2533,377,,,False
5071,2016-11-02 11:13:03,174939636,174949085,174949427,8,31,21,9429,9449,342,,,False
5072,2016-11-02 11:13:14,174950442,174953213,174953558,8,32,21,2745,2771,345,,,False
5073,2016-11-02 11:13:18,174954566,174960343,174960654,8,33,21,5741,5777,311,,,False
5074,2016-11-02 11:13:26,174961676,174966051,174966453,8,34,21,4333,4375,402,,,False
5075,2016-11-02 11:13:31,174967469,174977457,174977945,8,35,21,9942,9988,488,,,False
5076,2016-11-02 11:13:43,174978972,174984379,174984739,8,36,21,5366,5407,360,,,False
5077,2016-11-02 11:13:50,174985760,174988139,174988495,8,37,21,2340,2379,356,,,False
5078,2016-11-02 11:13:53,174989512,174996246,174996611,8,38,21,6687,6734,365,,,False
5079,2016-11-02 11:14:01,174997629,175002647,175003040,8,39,21,4978,5018,393,,,False
5080,2016-11-02 11:14:08,175004056,175010237,175010562,8,40,21,6140,6181,325,,,False
5081,2016-11-02 11:14:15,175011580,175013766,175014139,8,41,21,2151,2186,373,,,False
5082,2016-11-02 11:14:19,175015156,175017169,175017527,8,42,21,2000,2013,358,,,False
5083,2016-11-02 11:14:22,175018544,175023185,175023483,8,43,21,4624,4641,298,,,False
5084,2016-11-02 11:14:28,175024536,175028855,175029155,8,44,21,4305,4319,300,,,False
5085,2016-10-28 17:21:57,3691399,3697300,3697552,8,0,1,5889,5901,252,,,False
5086,2016-10-28 17:22:04,3698580,3704348,3704593,8,1,1,5731,5768,245,,,False
5087,2016-10-28 17:22:11,3705619,3710077,3710304,8,2,1,4449,4458,227,,,False
5088,2016-10-28 17:22:17,3711325,3716296,3716531,8,3,1,4925,4971,235,,,False
5089,2016-10-28 17:22:23,3717547,3721288,3721566,8,4,1,3692,3741,278,,,False
5090,2016-10-28 17:22:28,3722591,0,3727655,8,5,1,6275,0,-1211,false_start,,False
5091,2016-10-28 17:22:34,3728680,3731354,3731626,8,6,1,2620,2674,272,,,False
5092,2016-10-28 17:22:38,3732646,3737599,3737899,8,7,1,4901,4953,300,,,False
5093,2016-10-28 17:22:44,3738928,3748826,3749126,8,8,1,9858,9898,300,,,False
5094,2016-10-28 17:22:56,3750149,3753883,3754184,8,9,1,3703,3734,301,,,False
5095,2016-10-28 17:23:01,3755194,3763016,3763290,8,10,1,7754,7822,274,,,False
5096,2016-10-28 17:23:10,3764301,3766529,3766859,8,11,1,2182,2228,330,,,False
5097,2016-10-28 17:23:13,3767887,3777168,3777408,8,12,1,9254,9281,240,,,False
5098,2016-10-28 17:23:24,3778421,3784747,3784996,8,13,1,6312,6326,249,,,False
5099,2016-10-28 17:23:32,3786006,3789494,3789802,8,14,1,3440,3488,308,,,False
5100,2016-10-28 17:23:36,3790823,3800348,3800565,8,15,1,9477,9525,217,,,False
5101,2016-10-28 17:23:47,3801606,0,3802673,8,16,1,8243,0,-7176,false_start,,False
5102,2016-10-28 17:23:49,3803677,3809118,3809445,8,17,1,5388,5441,327,,,False
5103,2016-10-28 17:23:56,3810456,3813893,3814222,8,18,1,3396,3437,329,,,False
5104,2016-10-28 17:24:01,3815239,3818483,3818747,8,19,1,3208,3244,264,,,False
5105,2016-10-28 17:24:05,3819777,3826284,3826531,8,20,1,6458,6507,247,,,False
5106,2016-10-28 17:24:13,3827544,3829823,3830161,8,21,1,2239,2279,338,,,False
5107,2016-10-28 17:24:17,3831181,3834299,3834562,8,22,1,3107,3118,263,,,False
5108,2016-10-28 17:24:21,3835570,3840760,3841032,8,23,1,5157,5190,272,,,False
5109,2016-10-28 17:24:28,3842048,3844880,3845200,8,24,1,2790,2832,320,,,False
5110,2016-10-28 17:24:32,3846210,3850154,3850495,8,25,1,3900,3944,341,,,False
5111,2016-10-28 17:24:37,3851516,3856088,3856762,8,26,1,4513,4572,674,minor_lapse,,False
5112,2016-10-28 17:24:43,3857772,3861521,3861825,8,27,1,3692,3749,304,,,False
5113,2016-10-28 17:24:48,3862852,0,3869124,8,28,1,6401,0,-129,false_start,,False
5114,2016-10-28 17:24:56,3870140,3874412,3874707,8,29,1,4216,4272,295,,,False
5115,2016-10-28 17:25:01,3875722,3881490,3881741,8,30,1,5724,5768,251,,,False
5116,2016-10-28 17:25:08,3882760,3885515,3885858,8,31,1,2701,2755,343,,,False
5117,2016-10-28 17:25:12,3886869,3892819,3893147,8,32,1,5903,5950,328,,,False
5118,2016-10-28 17:25:20,3894153,3899316,3899665,8,33,1,5147,5163,349,,,False
5119,2016-10-28 17:25:26,3900679,3909849,3910119,8,34,1,9129,9170,270,,,False
5120,2016-10-28 17:25:37,3911148,3914046,3914393,8,35,1,2856,2898,347,,,False
5121,2016-10-28 17:25:41,3915418,3922910,3923222,8,36,1,7448,7492,312,,,False
5122,2016-10-28 17:25:50,3924245,3928408,3928693,8,37,1,4123,4163,285,,,False
5123,2016-10-28 17:25:55,3929718,3938876,3939137,8,38,1,9136,9158,261,,,False
5124,2016-10-28 17:26:06,3940155,3947946,3948243,8,39,1,7728,7791,297,,,False
5125,2016-10-28 17:26:15,3949262,3958465,3958728,8,40,1,9155,9203,263,,,False
5126,2016-10-28 17:26:25,3959751,3966194,3966504,8,41,1,6391,6443,310,,,False
5127,2016-10-28 17:26:33,3967537,3973811,3974094,8,42,1,6228,6274,283,,,False
5128,2016-10-28 17:26:41,3975117,3979760,3980059,8,43,1,4602,4643,299,,,False
5129,2016-10-28 17:26:47,3981070,3990312,3990615,8,44,1,9182,9242,303,,,False
5130,2016-10-30 01:03:12,71603506,71607567,71607843,8,0,9,4020,4061,276,,,False
5131,2016-10-30 01:03:18,71608851,71616301,71616617,8,1,9,7431,7450,316,,,False
5132,2016-10-30 01:03:26,71617625,0,71618271,8,2,9,8509,0,-7863,false_start,,False
5133,2016-10-30 01:03:28,71619276,0,71619525,8,3,9,6239,0,-5990,false_start,,False
5134,2016-10-30 01:03:29,71620529,71624692,71625042,8,4,9,4110,4163,350,,,False
5135,2016-10-30 01:03:35,71626077,0,71627815,8,5,9,4988,0,-3250,false_start,,False
5136,2016-10-30 01:03:38,71628821,71638657,71638933,8,6,9,9774,9836,276,,,False
5137,2016-10-30 01:03:49,71639953,71644236,71644593,8,7,9,4231,4283,357,,,False
5138,2016-10-30 01:03:54,71645616,71650747,71651052,8,8,9,5076,5131,305,,,False
5139,2016-10-30 01:04:01,71652060,71655577,71655903,8,9,9,3505,3517,326,,,False
5140,2016-10-30 01:04:06,71656925,0,71657071,8,10,9,5877,0,-5731,false_start,,False
5141,2016-10-30 01:04:07,71658076,0,71659145,8,11,9,2765,0,-1696,false_start,,False
5142,2016-10-30 01:04:09,71660149,71664505,71664787,8,12,9,4300,4356,282,,,False
5143,2016-10-30 01:04:15,71665818,0,71666375,8,13,9,2230,0,-1673,false_start,,False
5144,2016-10-30 01:04:16,71667379,0,71668147,8,14,9,9712,0,-8944,false_start,,False
5145,2016-10-30 01:04:18,71669151,71677975,71678254,8,15,9,8784,8824,279,,,False
5146,2016-10-30 01:04:28,71679275,71686880,71687239,8,16,9,7551,7605,359,,,False
5147,2016-10-30 01:04:37,71688250,71690916,71691795,8,17,9,2660,2666,879,minor_lapse,,False
5148,2016-10-30 01:04:42,71692804,0,71692882,8,18,9,2435,0,-2357,false_start,,False
5149,2016-10-30 01:04:43,71693886,0,71693952,8,19,9,7967,0,-7901,false_start,,False
5150,2016-10-30 01:04:44,71694956,71704503,71704837,8,20,9,9501,9547,334,,,False
5151,2016-10-30 01:04:55,71705873,71713428,71713797,8,21,9,7542,7555,369,,,False
